"","wojewodztwo","rok","frekwencja","ludność w tysiącach [tys. osób]","ludność wg grup wieku i płci; 0-14;ogółem;[osoba]","ludność wg grup wieku i płci; 0-4;ogółem;[osoba]","ludność wg grup wieku i płci; 10-14;ogółem;[osoba]","ludność wg grup wieku i płci; 15-19;ogółem;[osoba]","ludność wg grup wieku i płci; 20-24;ogółem;[osoba]","ludność wg grup wieku i płci; 25-29;ogółem;[osoba]","ludność wg grup wieku i płci; 30-34;ogółem;[osoba]","ludność wg grup wieku i płci; 35-39;ogółem;[osoba]","ludność wg grup wieku i płci; 40-44;ogółem;[osoba]","ludność wg grup wieku i płci; 45-49;ogółem;[osoba]","ludność wg grup wieku i płci; 50-54;ogółem;[osoba]","ludność wg grup wieku i płci; 55-59;ogółem;[osoba]","ludność wg grup wieku i płci; 5-9;ogółem;[osoba]","ludność wg grup wieku i płci; 60-64;ogółem;[osoba]","ludność wg grup wieku i płci; 65-69;ogółem;[osoba]","ludność wg grup wieku i płci; 70 i więcej;ogółem;[osoba]","ludność wg grup wieku i płci; 70-74;ogółem;[osoba]","ludność wg grup wieku i płci; 75-79;ogółem;[osoba]","ludność wg grup wieku i płci; 80-84;ogółem;[osoba]","ludność wg grup wieku i płci; 85 i więcej;ogółem;[osoba]","produkt krajowy brutto na 1 mieszkańca [zł]","przeciętne dalsze trwanie życia; kobiety [lata]","przeciętne dalsze trwanie życia; mężczyźni [lata]","Studenci uczelni na 10 tys. ludności; ogółem [osoba]","Studenci uczelni na 10 tys. ludności; w wieku 19-24 lata [osoba]","udział ludności w wieku poprodukcyjnym [%]","udział ludności w wieku produkcyjnym [%]","udział ludności w wieku przedprodukcyjnym [%]","współczynnik feminizacji ogółem [osoba]","współczynnik obciążenia demograficznego osobami starszymi [osoba]","współczynnik skolaryzacji brutto; szkoły podstawowe [%]","współczynnik skolaryzacji brutto; szkoły policealne, w tym kolegia (wiek 19-21 lat) [%]","współczynnik skolaryzacji brutto; szkoły specjalne przysposabiające do pracy (wiek 15-18 lat) [%]","współczynnik skolaryzacji brutto; szkoły zawodowe i ogólnozawodowe [%]","współczynnik skolaryzacji netto; szkoły podstawowe [%]","absolwenci studiów na 10 tys. ludności;[osoba]","km2","gęstość zaludnienia [osób na km2]","zmiana produktu krajowego brutto na 1 mieszkańca [%, 1 rok]","zmiana produktu krajowego brutto na 1 mieszkańca [%, 2 lata]","zmiana produktu krajowego brutto na 1 mieszkańca [%, 3 lata]","zmiana produktu krajowego brutto na 1 mieszkańca [%, 4 lata]","zmiana produktu krajowego brutto na 1 mieszkańca [%, 5 lat]","przeciętne dalsze trwanie życia; ogółem [lata]","syntetyczna_zmienna_obciazenia","syntetyczna_zmienna_obciazenia2","ludność deklarująca narodowość: angielska","ludność deklarująca narodowość: białoruska","ludność deklarująca narodowość: kaszubska","ludność deklarująca narodowość: niemiecka","ludność deklarująca narodowość: niepolska","ludność deklarująca narodowość: polska","ludność deklarująca narodowość: ukraińska","ludność deklarująca narodowość: śląska","post2005"
"1","dolnośląskie",2004,0.371900213306665,2893.06,NA,0.0426856731033458,0.0610095556427375,0.0746283772690115,0.0895330368762433,0.082434658172762,0.0687187073871738,0.0580441782129963,0.066789950415737,0.0865472657795998,0.0863810055460404,0.0635615292484934,0.0490011423910019,0.0372913753800049,0.0408046165731381,0.0925689280017145,0.0377110010006723,0.0302597081631701,0.0174047849073039,0.00719343393056821,24704,78.6,70.1,575,5396,15.4,65.1,19.5,108,18.7,99.99,17.58,NA,53.09,98.19,113,19947,145.037348974783,0.0908288073475516,0.0943577981651376,0.0996367159118431,0.10225690992245,NA,74.5134615384615,0.0872622521887894,0.657013420888206,0,0,0,0.000624931466768659,0.00453412644847985,0.978683043945308,0.000580415515594141,0.000154666076968899,0
"2","dolnośląskie",2006,0.525256633764847,2882.32,NA,0.0431923345003343,0.0558456963616424,0.0685781612501331,0.0867617961521928,0.0851800825516416,0.0754965536406995,0.0598345012016374,0.0610054341698016,0.0791845588115395,0.0874251513626017,0.0766636702347452,0.0457180802805521,0.0396136164065229,0.0384315812591051,0.0970687818168508,0.0371822391499616,0.0308380375926728,0.0201400470524234,0.00890845802179288,30030,79.1,70.3,587,5775,15.7,65.8,18.5,108,18.8,98.89,18.8,NA,45,97.08,115,19947,144.498922143681,0.120815138282387,0.131031411917098,0.142932838786594,0.14848623853211,0.156793412448535,74.8692307692308,0.104583815311426,0.643607757317631,0,0,0,0.000608483345217706,0.00445924204203084,0.978686578500999,0.000574628088355591,0.000309332153937797,1
"3","dolnośląskie",2010,0.455650334408855,2917.24,NA,0.0509752019201698,0.0468205928750512,0.058101796148554,0.0720331052411833,0.0871185866650761,0.0839549821372378,0.0719264976988539,0.0579578245479806,0.0625474335005461,0.0812695689970184,0.0840691310491211,0.0427437970521472,0.067073283601429,0.0329622979512841,0.100445900614347,0.0346498507837197,0.0300650408845067,0.0219638960360505,0.0137671129100705,42035,80.2,71.7,577,6793,16.9,65.7,17.4,108,18.4,97,19.38,NA,42.15,94.24,139,19947,146.249561337544,0.0824556433960806,0.087839135324939,0.0945016675028775,0.106626706626707,0.119508826932408,76.1134615384615,0.158027275660447,0.741620292942211,0,0,0,0.000575587102115799,0.00430947322913283,0.978693647612382,0.000563053233878492,0.000618664307875594,1
"4","dolnośląskie",2014,0.481310760761669,2908.46,0.140061895362386,0.047570928502639,0.0425497093476025,0.0486966112959552,0.0613479931111239,0.0758849107963432,0.088676917004446,0.0821562773663149,0.0678304681829575,0.056697761046493,0.064119565804136,0.0813448505513405,0.0499412575121448,0.0779533615246847,0.0547028888513738,0.100526499102445,0.0300540802219184,0.0295101491959482,0.0226976021993793,0.0182646674851992,49471,81.1,73.1,470,6525,19.7,63.5,16.8,108,22,93.22,19.11,NA,42.82,91.93,126,19947,145.809394896476,0.0476704786107582,0.0474914553356682,0.0490072280762867,0.0535506125847508,0.0579661627996807,77.2538461538462,0.240689055222285,0.984867449306297,0.000237803857903249,0.000161801428898955,1.49582050153982e-05,0.000941336016211374,0.00684869769105107,0.980814312351761,0.000989472281564612,0.000919029896942977,1
"5","dolnośląskie",2018,0.609178881851539,2901.23,0.144846401089195,0.0474933864143595,0.0477763703263277,0.0431628019198787,0.0514155227533197,0.064106713543417,0.0811567527509931,0.0881899887116649,0.0797825056657102,0.0638195934475954,0.055871226809365,0.0656043567803256,0.049576644348508,0.0782958922524106,0.0706236158863928,0.113124628389732,0.0428253582538411,0.0260110815259072,0.0228579307016864,0.0214302579082974,60481,81.3,73.2,415,6858,22.6,60.4,17,108,27.4,94.88,19.89,0.88,44.39,92.92,104,19947,145.446934376097,0.0608468392619098,0.0648932787099912,0.0665222060289944,0.0701218895918821,0.0734646336298179,77.4057692307692,0.33429038432587,1.35494146819212,0.00099007227113967,0.000673643857572772,6.22769712078995e-05,0.0021695133422832,0.0152052866886829,0.987507527109879,0.00236344676464959,0.0011999972312907,1
"6","dolnośląskie",2022,0.739718304736445,2888.03,0.14575110464458,0.0441154931401407,0.0520932413168409,0.0442713085342169,0.0450157598614697,0.0590398378411881,0.072269257311118,0.0862666735456278,0.086476851199415,0.0770936481681477,0.0597825578862845,0.0548071992252166,0.0495423701875983,0.0655179494140129,0.0712076350928123,0.132500217275911,0.0601374707283469,0.0305432798032432,0.0201400053254239,0.0216794614188965,90980,80.7,72.9,398,7503,23.9,58.8,17.4,108,31.3,98.48,32.61,1,38.78,96.9,100,19947,144.785180728932,0.185438057017772,0.2120886981402,0.218402799091523,0.235313569550768,0.24963165649337,76.95,0.367200558328299,1.55373121711013,0.00169260409180274,0.00115164557475482,0.000106467234124469,0.00331431417505636,0.022999473696199,0.993758684091721,0.00364581497837637,0.00148283991950221,1
"7","kujawsko-pomorskie",2004,0.34955625922546,2068.26,NA,0.0488807489201057,0.0691789902420298,0.0796477035263492,0.0879996596169337,0.0798353010117693,0.0696571704303815,0.0617026502496304,0.0676753093666264,0.0817523732532402,0.0769338254705167,0.0605785158331311,0.0558063839230889,0.0383192038904237,0.0384149366278288,0.0836172276379446,0.0343578992562823,0.0255026210463105,0.0151779903667724,0.00857871696857936,21502,78.7,70.6,419,3960,14.3,63.8,21.9,107,17.3,101.34,16.15,NA,51.82,99.35,88,17972,115.082350322724,0.0904204067143364,0.0934290505135192,0.096639566395664,0.101711351968055,NA,74.7869565217391,0.107455184108527,0.70398917520173,0,0,0,0.000437392790799955,0.00205111517180148,0.982188499474847,0,0,0
"8","kujawsko-pomorskie",2006,0.49451611350527,2066.37,NA,0.0487531038714732,0.0635558667828768,0.0750126671347981,0.0880659862144794,0.0809477097771891,0.0742703028642969,0.0632674384222388,0.0635519952612575,0.0764441622535353,0.0787965955774641,0.0696099587150613,0.0519253318982893,0.041326557525246,0.0372779137918602,0.0871944099099339,0.0338017713179289,0.0272124415218758,0.0166959369832426,0.00948426008688662,24231,79.3,70.6,419,4041,14.7,64.4,20.9,107,17.5,100.33,19.8,NA,47.8,98.35,94,17972,114.977186734921,0.0812583668005355,0.0846897962980188,0.0923474821238399,0.0954202473276043,0.0986991869918699,75.0971014492754,0.117165267714088,0.686434223579681,0,0,0,0.000467291710742835,0.00218357850402334,0.983645518165499,0,0,1
"9","kujawsko-pomorskie",2010,0.434945269708891,2098.71,NA,0.0546740356342536,0.05340992637862,0.0655497588758052,0.0746048407808412,0.0848663775050495,0.079595046673887,0.0716554113453448,0.0619046643392063,0.0645277029567196,0.0779021027668888,0.0747682744313057,0.0478593765411245,0.0632426284514638,0.0338031296352857,0.0916367236842043,0.0326872065758458,0.0275388083447411,0.0189306674430162,0.0124800413206011,30893,79.8,71.4,403,4538,16,64.7,19.4,106,17.5,98.36,18.88,NA,47.39,95.11,104,17972,116.776652570665,0.0383154639868249,0.0394313583065269,0.0425103479136369,0.047047170979324,0.0508701472556894,75.7223300970874,0.147055190612543,0.752937704997009,0,0,0,0.000527089550628593,0.00244850516846706,0.986559555546803,0,0,1
"10","kujawsko-pomorskie",2014,0.450199470969626,2089.99,0.151363737277463,0.0495021033573334,0.0482154955617055,0.0555576289287232,0.0678725086029037,0.0757438305983946,0.0831955337628087,0.0779696764389529,0.0686806456675432,0.0606715241015277,0.065377283740799,0.0771864198523248,0.0536461383584243,0.0694672515492882,0.0522222094630027,0.094691750016268,0.0305369589931445,0.0277024983827689,0.0206077343836723,0.0158445582566823,36058,81.1,73.4,312,3910,18.4,63.3,18.3,106,20.9,94.05,19.68,NA,44.25,92.58,95,17972,116.291453371912,0.0374313088011048,0.0382433346071313,0.0394254371344586,0.0421131000550286,0.0437266830235606,77.3621359223301,0.209186122902769,0.923625499376138,0.000265960821028965,0.000113206932901092,5.38865000609196e-05,0.000778364153934511,0.00404680447365697,0.98973175186238,0.000156451981269309,2.61885371444525e-05,1
"11","kujawsko-pomorskie",2018,0.580998682488532,2077.78,0.151398972458519,0.0477568552899135,0.0517640264224952,0.0495987294100661,0.0578792217636655,0.068869824692279,0.0774347559288181,0.0817220343877465,0.0761930430388276,0.0659599812299214,0.0598447858887512,0.066257896066706,0.0518780907461106,0.0736653391247849,0.0633745232279722,0.107800892781942,0.0414674351168919,0.02635222774362,0.0210985308803889,0.0188826990410415,44964,81.1,73.5,272,3986,21,60.9,18,106,25.3,93.73,19.59,1.18,49.83,91.77,69,17972,115.612063209437,0.076234471863855,0.0809546806293369,0.0834446802378894,0.0883299129180764,0.0916362171648877,77.4106796116505,0.274179571756024,1.16973433066804,0.00110730093461079,0.000471325596457486,0.000224350983913763,0.00144387933692718,0.00852972040686642,0.993462448878902,0.000651371974304246,0.000109033321313832,1
"12","kujawsko-pomorskie",2022,0.717539687067416,2006.88,0.152012879719524,0.0444506785670864,0.0563188757053251,0.0497649082454521,0.0491460359284779,0.0565555619779199,0.0677241643230573,0.0806367707820513,0.0812700934188261,0.0760953840695688,0.0642137331853089,0.059839272580867,0.0512433254471128,0.0670983159896277,0.0683814047305364,0.127261475048782,0.0557916881760507,0.0313561973933616,0.0203360845413469,0.0197775049380231,66547,80.2,73.3,279,4770,23.1,58.6,18.3,107,30,92.85,23.92,1.41,43.1,91.38,60,17972,111.667037614066,0.172138655018142,0.194503045018509,0.206037990428605,0.217351659105062,0.233921348045669,76.8666666666667,0.349700440528634,1.39761406924947,0.00189301543676383,0.000805767070132164,0.00038354512538291,0.00206934722273358,0.0127337619249761,0.997139152045846,0.00111357009092265,0.000186400782223907,1
"13","lubelskie",2004,0.395057375196222,2185.16,NA,0.0481979318639035,0.0707327074131092,0.0823419472110916,0.0867031919002579,0.0751603089207361,0.0662607154820983,0.0609311188766386,0.0651610228285761,0.076917620526864,0.0727952603841556,0.0566938927930088,0.0560060700471728,0.0404703371292484,0.0409060039649343,0.100721870658205,0.0393116097889579,0.032253990104139,0.0189666092489506,0.0101896615161572,17326,79.5,70,488,4650,16.4,61.4,22.2,106,20.7,99.83,15.33,NA,50.6,98.86,98,25122,86.9819281904307,0.0795688204872578,0.0831867630773239,0.0855955492995509,0.0911491791577445,NA,74.8883495145631,0.135572374069181,0.748292593502689,0,2.96120553571771e-05,0,1.01304399906132e-05,0.0024429531452248,0.983400571907916,0.000345967709459926,0,0
"14","lubelskie",2006,0.489448678689807,2172.77,NA,0.0476521631873842,0.0643410289004891,0.0778422526862074,0.0891674483124276,0.0775845166943886,0.0690598987649844,0.0614286121929375,0.0627122294807632,0.0726125132664999,0.0750941426734402,0.0643479325431271,0.0522458469987104,0.0421195839772898,0.0400604574997952,0.103731372821556,0.037690206860748,0.0334969343224259,0.0211108789441661,0.0114333526942156,19378,80.2,70.3,490,4660,16.7,62.3,21,106,20.8,99.22,18.3,NA,43.9,98.19,107,25122,86.4887349733302,0.0657207281526701,0.0689714879372042,0.0744594678796187,0.0778450915249821,0.0800992023594075,75.3941747572816,0.14736642285538,0.716424187639754,0,2.11514681122693e-05,0,7.23602856472372e-06,0.00266867581470187,0.984321572794324,0.000303193699719618,0,1
"15","lubelskie",2010,0.443915758677388,2178.61,NA,0.0518160424233606,0.0545535664696451,0.067286908952539,0.0765873301842321,0.0843211569206251,0.077014666684415,0.0689930418968783,0.0612156093951605,0.0634133399675298,0.0737534144461769,0.0719435456811703,0.04762070879106,0.0576904275246935,0.037491778018196,0.106298462644318,0.0356038778836607,0.0314975918142339,0.0238339933104166,0.0153629996360066,25793,81,71.2,466,5109,17.5,63.2,19.2,106,20.5,97.47,21.43,NA,42.36,95.43,136,25122,86.7212005413582,0.0528184823870362,0.0539886515353805,0.0594559823561845,0.0667767571472804,0.0711653742506737,76.2427184466019,0.18219626244536,0.772070487855926,0,4.23029362245387e-06,0,1.44720571294474e-06,0.00312012115365601,0.986163574567138,0.000217645680239001,0,1
"16","lubelskie",2014,0.478041396443892,2147.75,0.148030539924181,0.0479693595052674,0.0486719565535217,0.0568144464010176,0.0701982450438739,0.0768875835410705,0.0811497262711699,0.0748291464633155,0.0669744001385639,0.0609825370411585,0.0641002241419609,0.0739384452351442,0.0513892238653919,0.0673864600376395,0.0504095921957252,0.108298653565179,0.0337726155699976,0.0305808973686833,0.02438137470632,0.0195637659201786,31109,82.2,73.2,382,4643,19.5,62.4,18.1,106,22.9,93.87,22.37,NA,43.34,93.14,114,25122,85.4927951596211,0.0334529267158328,0.0341680238870793,0.0357675641116715,0.0390416004342263,0.0411037185191232,77.831067961165,0.254446362067399,0.924019013435514,0.000266289211339252,0.00013684109787108,4.84568833624058e-06,0.000127364309756585,0.00468842477513961,0.98879862252035,0.000384307875669013,2.35575002192619e-05,1
"17","lubelskie",2018,0.58004025667934,2117.62,0.147158199846148,0.0466198121569555,0.0504226681003523,0.0502375545364865,0.0593959536630527,0.0713428619595876,0.0765973482481976,0.0795398039024017,0.0735226686198037,0.0649852499434506,0.060739915914997,0.0650154725661226,0.0501157195888401,0.0713848902942408,0.0616277054559862,0.118452375049525,0.0426752876697838,0.0291955257296048,0.0239306504144513,0.022650911235685,37756,82.3,73.5,330,4713,21.8,60.6,17.6,106,26.8,93.78,19.66,0.98,49.5,92.63,89,25122,84.2934479738874,0.0506748295533602,0.0544118086473242,0.0564371164693485,0.0585361149506574,0.0604943193143313,78.0281553398058,0.317493728363682,1.14053748776139,0.00110866815439937,0.000592949189455812,2.01745324848709e-05,0.000538213843881165,0.00867293814510197,0.993149345543571,0.00109660132035013,9.80792656187571e-05,1
"18","lubelskie",2022,0.705095403771056,2024.64,0.149152662921798,0.0439673877341963,0.0551338338675032,0.0506490793164404,0.0516314776426589,0.0565652015645274,0.0664459851321496,0.077702817838457,0.0791228254743937,0.0733410482965588,0.0639275089806222,0.0615601710331284,0.0500514413200984,0.0661372878199895,0.068326816115679,0.135437117863597,0.0551195103122189,0.0341310565795251,0.0232767651682746,0.0229097858035786,55182,81.7,73.2,327,5318,23.9,58.1,18,107,31.5,91.11,18.3,1.14,39.09,90.16,87,25122,80.5923095294961,0.159017874020709,0.178687750767052,0.185600117670131,0.200524419959741,0.210685960762488,77.5937198067633,0.405015542593692,1.36445052785023,0.00189535280331373,0.00101778272070004,3.44899026358882e-05,0.000921517130088447,0.0124238610012261,0.997334203239316,0.00175614508799719,0.000167673988199087,1
"19","lubuskie",2004,0.339662251239877,1009.17,NA,0.0475579883626909,0.067898506492477,0.081920948741934,0.0909719689883151,0.0822776782458421,0.0688636579836063,0.0591467426632632,0.0675933045835778,0.0861571116008435,0.0813244177381764,0.0612484739904555,0.0550166077402375,0.0344075515672316,0.0362506540040905,0.0793643872972587,0.0329449606012081,0.0251454663643714,0.0146794190858212,0.00659454124585797,21667,78.6,70.1,407,3732,13.5,64.8,21.7,106,16.2,100.2,13.08,NA,56.28,98.43,87,13988,72.14541035173,0.128548361893849,0.132049224184056,0.136105443114763,0.141068876821949,NA,74.473786407767,0.0801498217554678,0.653167670917216,0,0,0,0.000425204924171247,0.00437327717974585,0.975976186841101,0.000601344952070727,0,0
"20","lubuskie",2006,0.491852674393941,1008.52,NA,0.0481497640106294,0.0621028834331496,0.0752637528259231,0.0910006742553445,0.0837891167254988,0.0749048110101932,0.060226867092373,0.0622456669178598,0.0794124062983382,0.0839497481457978,0.072691666997184,0.0510361718161266,0.0376006425256812,0.0344653551739182,0.0831604727719827,0.032751953357395,0.0261323523579106,0.016491492484036,0.0077846745726411,25167,78.9,70.4,361,3381,13.8,65.7,20.5,106,16.3,99.28,15.9,NA,50.5,97.42,90,13988,72.0989419502431,0.0730365822460987,0.07906032214889,0.0892233970519298,0.091653290529695,0.0944686483207412,74.773786407767,0.0929079440966593,0.630012569746766,0,0,0,0.000422434528252619,0.00486038560474704,0.977871629005144,0.000429532108621948,0,1
"21","lubuskie",2010,0.41169583695332,1023.22,NA,0.0553637309851791,0.0519998240838924,0.0634695542969953,0.0738417634612471,0.0879033243257771,0.0838826639562555,0.0717532483397917,0.0589035539940286,0.0635917182605806,0.08086668002326,0.0794945343842692,0.0470946966180128,0.0645817350214764,0.0304139403742127,0.0868390318750214,0.0306954061463133,0.0261733848702374,0.0183343676548917,0.0116358732035789,31636,80.1,71.5,258,2952,15.1,65.8,19.1,105,16.1,97.37,17.4,NA,46.46,94.6,73,13988,73.1498427223334,0.0412744388124547,0.0428205565989414,0.0451208981001727,0.0498271546072237,0.0534663596827833,75.9048780487805,0.132371253224228,0.713024282560706,0,0,0,0.000416893736415363,0.00583460245474942,0.981662513333231,8.59064217243896e-05,0,1
"22","lubuskie",2014,0.432394695135126,1020.31,0.151671996761759,0.0503485715573842,0.0467761173842775,0.0535995538597697,0.064932417399861,0.0761584503487676,0.0868405293700818,0.0815489847663497,0.0679030919125322,0.0578463148836576,0.0647481591324964,0.0805639871136825,0.0545473078200973,0.0734700438201443,0.0526086756241014,0.088107795006797,0.0275221085418408,0.0259333710344044,0.0195431375066524,0.0151091779238994,37561,80.8,73.3,176,2308,18,63.8,18.3,105,19.9,93.4,14.49,NA,44.27,91.89,51,13988,72.9418072633686,0.0609552862751744,0.0618799105350691,0.0641669887901044,0.0682134277405487,0.0710288986900138,77.1414634146341,0.198391351907857,0.933172712945019,0.000178744629055511,0.000120397936669515,1.32746442994594e-05,0.000886750803554868,0.0079510732855731,0.985787120234881,0.00026408471626669,5.24811518815835e-05,1
"23","lubuskie",2018,0.572027260967777,1014.55,0.153055350757184,0.0479247901528563,0.0524125029076988,0.0472032865867362,0.0556247708339083,0.0668652444241179,0.0786231898342907,0.0858313258712254,0.0790351959690424,0.064108351699476,0.0575063969373554,0.0662245650279731,0.0527180576966294,0.0768933554646996,0.0667104957084337,0.102318470885557,0.0408871734013571,0.0237356931362538,0.0198817601532899,0.0178138441946561,45398,80.9,73,131,1994,21,61,18.1,105,24.9,94.05,13.89,1.05,48.39,92.12,31,13988,72.5300257363454,0.0631601133462917,0.0665039206983282,0.0689399555226093,0.0718032001277921,0.0761799847470553,77.0463414634146,0.266414104189392,1.24206664293733,0.000744185154956604,0.000501264612146935,5.52676367238929e-05,0.00238508297736959,0.0125386948853632,0.99063370211594,0.00157113306215927,0.000218499959140972,1
"24","lubuskie",2022,0.713664736082338,979.98,0.150639403413961,0.042444917018376,0.0567013886054352,0.0499073446696654,0.0471317664922406,0.0538329510110452,0.06632407324261,0.0832428549270594,0.0862663983607762,0.0782213033788583,0.062128052115562,0.0578718254324596,0.05149309779015,0.0679475823897728,0.0714639950366131,0.125022449529376,0.0585279639501376,0.0295323558944301,0.0184626970456419,0.0184994326391667,66313,80.3,72.6,121,2160,23.2,58.6,18.2,106,30.1,96.69,21.75,1.25,44.14,94.98,29,13988,70.0586216757221,0.169520819738629,0.191439781712442,0.198734648306662,0.211727388871756,0.225100114751411,76.5621359223301,0.343645152118283,1.5116344547542,0.00127224130505995,0.000856950101853854,9.44842419992712e-05,0.00378398585751916,0.0168874144700206,0.995410486039051,0.00276904629032562,0.000373542352090142,1
"25","mazowieckie",2004,0.442680409470252,5146,NA,0.0468329072092347,0.062052309785645,0.0718933571084476,0.0825352210660053,0.0824271759194574,0.0725109245108382,0.0611964989486002,0.0648086269774351,0.0808688773040482,0.0783443907954085,0.0599174465123085,0.0515404497903905,0.0403367899359444,0.0425427764532315,0.102192247683005,0.0405009952396008,0.0322738237119066,0.0187621562935229,0.0106552724379746,36982,79.9,71,677,6872,16.7,63.1,20.1,108,20.8,100.1,11.79,NA,46.49,98.7,137,35558,144.721300410597,0.100818574192588,0.105261522205302,0.10789373088685,0.11328516957656,NA,75.6211538461538,0.129268925195087,0.728139955401356,9.69537345939666e-05,0.000189806252134615,3.25193376177877e-05,0.000143893606978498,0.00342252861985084,0.959322420862828,0.000394126381934375,0.000143152570524995,0
"26","mazowieckie",2006,0.586741359544219,5171.7,NA,0.0476330616110518,0.0574346704431152,0.0669158818508878,0.0806260685553808,0.0829721047345729,0.0793589808538852,0.0641719109105668,0.0612688047377827,0.0735595361062954,0.0806365099922617,0.067553002860567,0.0490513567873787,0.0431231343182573,0.0399992110914357,0.105695765146561,0.0387531996236442,0.0338026050224858,0.0212539314910256,0.0118860290094054,43528,80.1,71.4,676,7158,17,63.7,19.3,109,20.8,99.76,16,NA,40,98.39,130,35558,145.444063220654,0.0849181226788963,0.0921258990860419,0.101413900878107,0.105883084190571,0.108530835881753,75.9373205741627,0.143253314441386,0.720945698273071,0.000136279740322403,0.000217570177558235,6.50386752355754e-05,0.000186510759762625,0.0032153661785327,0.966979956668726,0.000520939981952901,0.000286305141049991,1
"27","mazowieckie",2010,0.533415557636442,5267.07,NA,0.0568226521300639,0.0493000665265256,0.0587396564922598,0.0697079895623223,0.083911516683273,0.085109335889086,0.0743530751051058,0.0604303491579382,0.0601770775109966,0.0740177844540572,0.0755759556732849,0.0475695035116285,0.0600117104911419,0.0362617028967897,0.108011623915527,0.0360801978784418,0.03210322547328,0.0240251130039612,0.0158030875598435,58768,81,72.6,614,7430,17.7,63.5,18.7,109,20.6,101.9,15.52,NA,39.53,98.61,153,35558,148.126160076495,0.0532654670585705,0.0574710420977317,0.0613466540065227,0.0682778900937328,0.0740759203409686,76.9808612440191,0.188330376859863,0.820018148729506,0.000214931751779277,0.000273098028405476,0.000130077350471151,0.000271745065330879,0.00280104129589642,0.982295028280521,0.000774567181989955,0.000572610282099982,1
"28","mazowieckie",2014,0.562245426995023,5334.51,0.156223316438939,0.0544353549931756,0.0467836695809607,0.0497991287298873,0.0607285278819371,0.0740007847017281,0.0867399092437901,0.0844326687113402,0.0701265776750671,0.0578778448483844,0.0600996042561352,0.0732175826425328,0.0550042918648026,0.0687313232646816,0.0504773539692767,0.107545377636301,0.0320805412154929,0.030808072192559,0.0246140649067928,0.0200426993214561,70204,81.8,74,530,7444,19.5,62,18.5,109,23,98.11,18.44,NA,38.89,97.25,145,35558,150.022779683897,0.0367723070561479,0.0375045186167008,0.0391922308091858,0.0423699972774299,0.0446268549716826,78.067942583732,0.270844416072632,1.0608409176411,0.000413186218997092,0.000520693482666954,0.000185220383118548,0.000427082817969051,0.00511660490953973,0.992794652756281,0.00123153406161246,0.00078848131766431,1
"29","mazowieckie",2018,0.694608562915817,5403.41,0.163035689301501,0.0551009251191654,0.0522120097449537,0.0462019183434467,0.051083648627941,0.063866867823516,0.0794516501795532,0.0871575219509451,0.0816611800099641,0.0654358764425145,0.0557754988884801,0.0598318247803425,0.0557227544373814,0.0699204502636482,0.0608698725916143,0.115708000796534,0.041421050254913,0.0272977518649327,0.0237357432674022,0.0232534554092858,88779,82,74,457,7562,21.4,59.5,19,109,26.7,98.96,20.64,0.92,41.87,97.33,113,35558,151.960458968446,0.0799313935383418,0.0860067276606327,0.0884673380365125,0.0935986553472737,0.0970404938417462,78.1722488038278,0.364092622696675,1.36764866889322,0.000870188482665046,0.00118380773908603,0.00021895519552616,0.000734082276359788,0.0133380057275526,0.992876545192642,0.00212840573824663,0.000851975301491683,1
"30","mazowieckie",2022,0.792738025059528,5510.61,0.163648248143763,0.0509386253287294,0.057029600342031,0.0486510391223334,0.0472343180757419,0.0590130461008687,0.0735437370658649,0.0852192097719818,0.0854151952632484,0.0780993109295302,0.0604883813267927,0.0531029947308938,0.055680022473003,0.0578803225485663,0.0631046061671553,0.124599590753259,0.0506578942592946,0.0307911353584684,0.0205882758575636,0.0225622852779328,127791,81.5,73.8,481,8565,21.9,58.7,19.4,109,28.9,99.83,26.28,1.06,33.29,98.6,101,35558,154.975251701446,0.186424784840917,0.206812025583719,0.208041939928926,0.226179614548486,0.244258466329311,77.8157894736842,0.382327074582255,1.46252133180093,0.00130217593511251,0.00180675112434354,0.000254759678072849,0.00102641962364919,0.020988451334379,0.993965586690316,0.00298274899298424,0.000930200553510819,1
"31","małopolskie",2004,0.433019422092884,3260.2,NA,0.0507830652159177,0.0700604042511489,0.0793837557868365,0.0888712076341305,0.0813100173884984,0.0715103148548203,0.0647466214506406,0.0672081261247389,0.0740049463207943,0.0686555828919751,0.0545104427610445,0.0576182266062737,0.0392534079953966,0.0415544931125412,0.0905293876052427,0.0376028962631445,0.027648295304492,0.0165281220391013,0.008750073998505,21644,80.3,72,585,5508,15.3,62.2,22.4,106,19.2,99.09,14.43,NA,54.19,98.08,90,15183,214.726997299611,0.0924140715691718,0.0972177976000849,0.102216267515212,0.104318596171376,NA,76.2708737864078,0.107613726814216,0.74656716187893,0,0,0,4.54921207494213e-05,0.00378648851842034,0.97999645342545,0.00029544217427561,0.000139094009272956,0
